body_site,component,descriptor,correlation,absolute_correlation,subjects
1,1,broadband_mean_reflectance,0.9991087299125972,0.9991087299125972,1715
1,1,linear_slope_per_nm,0.8282384518545024,0.8282384518545024,1715
1,1,quadratic_curvature,-0.5137209725561652,0.5137209725561652,1715
1,1,red_green_contrast_650_560,0.7614565477746372,0.7614565477746372,1715
1,1,blue_red_contrast_450_650,-0.813969666294809,0.813969666294809,1715
1,1,log_red_green_ratio_650_560,-0.5580301892390939,0.5580301892390939,1715
1,1,hemoglobin_proxy_540_580_vs_600,-0.8537277703255032,0.8537277703255032,1715
1,1,hemoglobin_log_proxy,0.18766669724785714,0.18766669724785714,1715
1,1,visible_span_700_450,0.6532030693312643,0.6532030693312643,1715
1,1,green_band_depth_560_vs_500_650,-0.7150952516411699,0.7150952516411699,1715
1,2,broadband_mean_reflectance,-0.04147467484058381,0.04147467484058381,1715
1,2,linear_slope_per_nm,0.5554605447465675,0.5554605447465675,1715
1,2,quadratic_curvature,0.6574100579417406,0.6574100579417406,1715
1,2,red_green_contrast_650_560,0.5414357801907126,0.5414357801907126,1715
1,2,blue_red_contrast_450_650,-0.5766071603367565,0.5766071603367565,1715
1,2,log_red_green_ratio_650_560,0.5779327947310937,0.5779327947310937,1715
1,2,hemoglobin_proxy_540_580_vs_600,-0.3188810799508327,0.3188810799508327,1715
1,2,hemoglobin_log_proxy,-0.6255642374777775,0.6255642374777775,1715
1,2,visible_span_700_450,0.7449234378925522,0.7449234378925522,1715
1,2,green_band_depth_560_vs_500_650,-0.30727033364438766,0.30727033364438766,1715
1,3,broadband_mean_reflectance,-6.383408923666195e-05,6.383408923666195e-05,1715
1,3,linear_slope_per_nm,0.06149181689998701,0.06149181689998701,1715
1,3,quadratic_curvature,-0.4147728576521888,0.4147728576521888,1715
1,3,red_green_contrast_650_560,-0.34896399774940373,0.34896399774940373,1715
1,3,blue_red_contrast_450_650,-0.021961131894132336,0.021961131894132336,1715
1,3,log_red_green_ratio_650_560,-0.5396560587535358,0.5396560587535358,1715
1,3,hemoglobin_proxy_540_580_vs_600,0.27585883842614134,0.27585883842614134,1715
1,3,hemoglobin_log_proxy,0.5624785883696426,0.5624785883696426,1715
1,3,visible_span_700_450,0.01738529039901638,0.01738529039901638,1715
1,3,green_band_depth_560_vs_500_650,0.615223867992472,0.615223867992472,1715
10,1,broadband_mean_reflectance,0.9995236686841319,0.9995236686841319,1630
10,1,linear_slope_per_nm,0.7074497228648499,0.7074497228648499,1630
10,1,quadratic_curvature,-0.6052786580261744,0.6052786580261744,1630
10,1,red_green_contrast_650_560,0.5751208047682356,0.5751208047682356,1630
10,1,blue_red_contrast_450_650,-0.6786950067117493,0.6786950067117493,1630
10,1,log_red_green_ratio_650_560,-0.6516948360038074,0.6516948360038074,1630
10,1,hemoglobin_proxy_540_580_vs_600,-0.7652486308174345,0.7652486308174345,1630
10,1,hemoglobin_log_proxy,0.37054702946856494,0.37054702946856494,1630
10,1,visible_span_700_450,0.4376832035072805,0.4376832035072805,1630
10,1,green_band_depth_560_vs_500_650,-0.5845746450652477,0.5845746450652477,1630
10,2,broadband_mean_reflectance,-0.029933196980383565,0.029933196980383565,1630
10,2,linear_slope_per_nm,0.6998983080773812,0.6998983080773812,1630
10,2,quadratic_curvature,0.6293139694685942,0.6293139694685942,1630
10,2,red_green_contrast_650_560,0.7274016047037338,0.7274016047037338,1630
10,2,blue_red_contrast_450_650,-0.7287299248031184,0.7287299248031184,1630
10,2,log_red_green_ratio_650_560,0.5793476708638641,0.5793476708638641,1630
10,2,hemoglobin_proxy_540_580_vs_600,-0.4604394555704079,0.4604394555704079,1630
10,2,hemoglobin_log_proxy,-0.6466728349460226,0.6466728349460226,1630
10,2,visible_span_700_450,0.8842543421261415,0.8842543421261415,1630
10,2,green_band_depth_560_vs_500_650,-0.4576414016732815,0.4576414016732815,1630
10,3,broadband_mean_reflectance,-0.0030076881643420006,0.0030076881643420006,1630
10,3,linear_slope_per_nm,0.08969583719507725,0.08969583719507725,1630
10,3,quadratic_curvature,-0.39916054705419457,0.39916054705419457,1630
10,3,red_green_contrast_650_560,-0.35913992087434504,0.35913992087434504,1630
10,3,blue_red_contrast_450_650,-0.05101308141496643,0.05101308141496643,1630
10,3,log_red_green_ratio_650_560,-0.4377509507542466,0.4377509507542466,1630
10,3,hemoglobin_proxy_540_580_vs_600,0.32038959063259925,0.32038959063259925,1630
10,3,hemoglobin_log_proxy,0.5356355314687828,0.5356355314687828,1630
10,3,visible_span_700_450,0.04003750094666011,0.04003750094666011,1630
10,3,green_band_depth_560_vs_500_650,0.6364276968809804,0.6364276968809804,1630
11,1,broadband_mean_reflectance,0.9990333564182687,0.9990333564182687,777
11,1,linear_slope_per_nm,0.7045057086110054,0.7045057086110054,777
11,1,quadratic_curvature,-0.3462329377993726,0.3462329377993726,777
11,1,red_green_contrast_650_560,0.562910810151055,0.562910810151055,777
11,1,blue_red_contrast_450_650,-0.6533119120556667,0.6533119120556667,777
11,1,log_red_green_ratio_650_560,-0.4775686243487384,0.4775686243487384,777
11,1,hemoglobin_proxy_540_580_vs_600,-0.6400355435160099,0.6400355435160099,777
11,1,hemoglobin_log_proxy,0.3070232900656457,0.3070232900656457,777
11,1,visible_span_700_450,0.4973574010040527,0.4973574010040527,777
11,1,green_band_depth_560_vs_500_650,-0.5513217314947207,0.5513217314947207,777
11,2,broadband_mean_reflectance,-0.043156196094399336,0.043156196094399336,777
11,2,linear_slope_per_nm,0.6982290825351283,0.6982290825351283,777
11,2,quadratic_curvature,0.8193628094242029,0.8193628094242029,777
11,2,red_green_contrast_650_560,0.7587679293976333,0.7587679293976333,777
11,2,blue_red_contrast_450_650,-0.7494051933840199,0.7494051933840199,777
11,2,log_red_green_ratio_650_560,0.7676107912588891,0.7676107912588891,777
11,2,hemoglobin_proxy_540_580_vs_600,-0.5506000241900637,0.5506000241900637,777
11,2,hemoglobin_log_proxy,-0.6911203592161059,0.6911203592161059,777
11,2,visible_span_700_450,0.825372198178009,0.825372198178009,777
11,2,green_band_depth_560_vs_500_650,-0.5547083017959648,0.5547083017959648,777
11,3,broadband_mean_reflectance,0.0007062521313317037,0.0007062521313317037,777
11,3,linear_slope_per_nm,0.1052756359383119,0.1052756359383119,777
11,3,quadratic_curvature,-0.2053002803497119,0.2053002803497119,777
11,3,red_green_contrast_650_560,-0.31973610266306884,0.31973610266306884,777
11,3,blue_red_contrast_450_650,-0.052734707946336584,0.052734707946336584,777
11,3,log_red_green_ratio_650_560,-0.3687018169258161,0.3687018169258161,777
11,3,hemoglobin_proxy_540_580_vs_600,0.3875930984893182,0.3875930984893182,777
11,3,hemoglobin_log_proxy,0.5239876159415129,0.5239876159415129,777
11,3,visible_span_700_450,0.17507565708131992,0.17507565708131992,777
11,3,green_band_depth_560_vs_500_650,0.6132061163386501,0.6132061163386501,777
12,1,broadband_mean_reflectance,0.9904051498101216,0.9904051498101216,243
12,1,linear_slope_per_nm,0.9382617166822681,0.9382617166822681,243
12,1,quadratic_curvature,0.6750224266419328,0.6750224266419328,243
12,1,red_green_contrast_650_560,0.8735298660413549,0.8735298660413549,243
12,1,blue_red_contrast_450_650,-0.9233436085039187,0.9233436085039187,243
12,1,log_red_green_ratio_650_560,0.464751711216831,0.464751711216831,243
12,1,hemoglobin_proxy_540_580_vs_600,-0.8990998293922643,0.8990998293922643,243
12,1,hemoglobin_log_proxy,-0.46444287332117923,0.46444287332117923,243
12,1,visible_span_700_450,0.9055699840619266,0.9055699840619266,243
12,1,green_band_depth_560_vs_500_650,-0.8517717318583405,0.8517717318583405,243
12,2,broadband_mean_reflectance,0.13761079987336206,0.13761079987336206,243
12,2,linear_slope_per_nm,-0.32836444243406776,0.32836444243406776,243
12,2,quadratic_curvature,-0.7186933019707866,0.7186933019707866,243
12,2,red_green_contrast_650_560,-0.4767290899449186,0.4767290899449186,243
12,2,blue_red_contrast_450_650,0.37411913294382176,0.37411913294382176,243
12,2,log_red_green_ratio_650_560,-0.8382306766877429,0.8382306766877429,243
12,2,hemoglobin_proxy_540_580_vs_600,0.35963312755646315,0.35963312755646315,243
12,2,hemoglobin_log_proxy,0.7907926101849241,0.7907926101849241,243
12,2,visible_span_700_450,-0.40161454426126403,0.40161454426126403,243
12,2,green_band_depth_560_vs_500_650,0.46156987663463855,0.46156987663463855,243
12,3,broadband_mean_reflectance,0.008444208779100872,0.008444208779100872,243
12,3,linear_slope_per_nm,-0.09726135004934186,0.09726135004934186,243
12,3,quadratic_curvature,0.1067104348664547,0.1067104348664547,243
12,3,red_green_contrast_650_560,0.09394588056450572,0.09394588056450572,243
12,3,blue_red_contrast_450_650,0.07457752082348208,0.07457752082348208,243
12,3,log_red_green_ratio_650_560,0.1968717414576438,0.1968717414576438,243
12,3,hemoglobin_proxy_540_580_vs_600,-0.06537058409128778,0.06537058409128778,243
12,3,hemoglobin_log_proxy,-0.19121016247005854,0.19121016247005854,243
12,3,visible_span_700_450,-0.10537428503895878,0.10537428503895878,243
12,3,green_band_depth_560_vs_500_650,-0.23851102474368582,0.23851102474368582,243
2,1,broadband_mean_reflectance,0.9988061925623997,0.9988061925623997,2096
2,1,linear_slope_per_nm,0.8039582783313496,0.8039582783313496,2096
2,1,quadratic_curvature,-0.032132986343951786,0.032132986343951786,2096
2,1,red_green_contrast_650_560,0.7087451112603506,0.7087451112603506,2096
2,1,blue_red_contrast_450_650,-0.7991322441516663,0.7991322441516663,2096
2,1,log_red_green_ratio_650_560,-0.26699221716542415,0.26699221716542415,2096
2,1,hemoglobin_proxy_540_580_vs_600,-0.8118592556786518,0.8118592556786518,2096
2,1,hemoglobin_log_proxy,-0.1432655384400618,0.1432655384400618,2096
2,1,visible_span_700_450,0.6451642713505866,0.6451642713505866,2096
2,1,green_band_depth_560_vs_500_650,-0.6432438278318564,0.6432438278318564,2096
2,2,broadband_mean_reflectance,-0.04772091663009207,0.04772091663009207,2096
2,2,linear_slope_per_nm,0.5475940841637232,0.5475940841637232,2096
2,2,quadratic_curvature,0.8059135852960317,0.8059135852960317,2096
2,2,red_green_contrast_650_560,0.6592114960138442,0.6592114960138442,2096
2,2,blue_red_contrast_450_650,-0.5767527901913638,0.5767527901913638,2096
2,2,log_red_green_ratio_650_560,0.8480363179701232,0.8480363179701232,2096
2,2,hemoglobin_proxy_540_580_vs_600,-0.45322930156289964,0.45322930156289964,2096
2,2,hemoglobin_log_proxy,-0.8094176177587666,0.8094176177587666,2096
2,2,visible_span_700_450,0.7114057688915764,0.7114057688915764,2096
2,2,green_band_depth_560_vs_500_650,-0.5980528257052166,0.5980528257052166,2096
2,3,broadband_mean_reflectance,-0.00917248160153614,0.00917248160153614,2096
2,3,linear_slope_per_nm,0.231286818856052,0.231286818856052,2096
2,3,quadratic_curvature,-0.5278871081528484,0.5278871081528484,2096
2,3,red_green_contrast_650_560,-0.24307804248681017,0.24307804248681017,2096
2,3,blue_red_contrast_450_650,-0.1604832534851523,0.1604832534851523,2096
2,3,log_red_green_ratio_650_560,-0.41289236768561727,0.41289236768561727,2096
2,3,hemoglobin_proxy_540_580_vs_600,0.2596700043236824,0.2596700043236824,2096
2,3,hemoglobin_log_proxy,0.4327405755534223,0.4327405755534223,2096
2,3,visible_span_700_450,0.23561137130439833,0.23561137130439833,2096
2,3,green_band_depth_560_vs_500_650,0.449072889834976,0.449072889834976,2096
3,1,broadband_mean_reflectance,0.9992307458735011,0.9992307458735011,232
3,1,linear_slope_per_nm,0.8754041724078243,0.8754041724078243,232
3,1,quadratic_curvature,-0.1389785572118909,0.1389785572118909,232
3,1,red_green_contrast_650_560,0.7482884599276157,0.7482884599276157,232
3,1,blue_red_contrast_450_650,-0.8637236532524397,0.8637236532524397,232
3,1,log_red_green_ratio_650_560,-0.4961241434315098,0.4961241434315098,232
3,1,hemoglobin_proxy_540_580_vs_600,-0.8595601460630488,0.8595601460630488,232
3,1,hemoglobin_log_proxy,0.1238525339947077,0.1238525339947077,232
3,1,visible_span_700_450,0.7462599977056604,0.7462599977056604,232
3,1,green_band_depth_560_vs_500_650,-0.6563895103838958,0.6563895103838958,232
3,2,broadband_mean_reflectance,-0.03783293044567308,0.03783293044567308,232
3,2,linear_slope_per_nm,0.44898922022312066,0.44898922022312066,232
3,2,quadratic_curvature,0.8517273979117899,0.8517273979117899,232
3,2,red_green_contrast_650_560,0.6210620370016803,0.6210620370016803,232
3,2,blue_red_contrast_450_650,-0.48449531158043657,0.48449531158043657,232
3,2,log_red_green_ratio_650_560,0.7489794899618712,0.7489794899618712,232
3,2,hemoglobin_proxy_540_580_vs_600,-0.42248777914284574,0.42248777914284574,232
3,2,hemoglobin_log_proxy,-0.8184671884778015,0.8184671884778015,232
3,2,visible_span_700_450,0.6288671364347769,0.6288671364347769,232
3,2,green_band_depth_560_vs_500_650,-0.5662891318154419,0.5662891318154419,232
3,3,broadband_mean_reflectance,-0.008540693305607123,0.008540693305607123,232
3,3,linear_slope_per_nm,0.17072632184851944,0.17072632184851944,232
3,3,quadratic_curvature,-0.4090349426429904,0.4090349426429904,232
3,3,red_green_contrast_650_560,-0.22199462103667333,0.22199462103667333,232
3,3,blue_red_contrast_450_650,-0.10977831520253921,0.10977831520253921,232
3,3,log_red_green_ratio_650_560,-0.3893995722801151,0.3893995722801151,232
3,3,hemoglobin_proxy_540_580_vs_600,0.1618789727977169,0.1618789727977169,232
3,3,hemoglobin_log_proxy,0.3992697147054868,0.3992697147054868,232
3,3,visible_span_700_450,0.17559725788951466,0.17559725788951466,232
3,3,green_band_depth_560_vs_500_650,0.4721840837682206,0.4721840837682206,232
4,1,broadband_mean_reflectance,0.9979565087387158,0.9979565087387158,2071
4,1,linear_slope_per_nm,0.9057115600179856,0.9057115600179856,2071
4,1,quadratic_curvature,0.3429810705831496,0.3429810705831496,2071
4,1,red_green_contrast_650_560,0.8595823475724846,0.8595823475724846,2071
4,1,blue_red_contrast_450_650,-0.9040963598602348,0.9040963598602348,2071
4,1,log_red_green_ratio_650_560,0.024107326378082976,0.024107326378082976,2071
4,1,hemoglobin_proxy_540_580_vs_600,-0.8906511471750345,0.8906511471750345,2071
4,1,hemoglobin_log_proxy,-0.2847638743829361,0.2847638743829361,2071
4,1,visible_span_700_450,0.8334611027612001,0.8334611027612001,2071
4,1,green_band_depth_560_vs_500_650,-0.8038600666028559,0.8038600666028559,2071
4,2,broadband_mean_reflectance,-0.06332477576002328,0.06332477576002328,2071
4,2,linear_slope_per_nm,0.40508766148028447,0.40508766148028447,2071
4,2,quadratic_curvature,0.7676702134792256,0.7676702134792256,2071
4,2,red_green_contrast_650_560,0.4632914478325781,0.4632914478325781,2071
4,2,blue_red_contrast_450_650,-0.41708115963240466,0.41708115963240466,2071
4,2,log_red_green_ratio_650_560,0.8780905554230279,0.8780905554230279,2071
4,2,hemoglobin_proxy_540_580_vs_600,-0.3160883231181671,0.3160883231181671,2071
4,2,hemoglobin_log_proxy,-0.7420017127906979,0.7420017127906979,2071
4,2,visible_span_700_450,0.5260453014278699,0.5260453014278699,2071
4,2,green_band_depth_560_vs_500_650,-0.42042701584004377,0.42042701584004377,2071
4,3,broadband_mean_reflectance,-0.005951676522438955,0.005951676522438955,2071
4,3,linear_slope_per_nm,0.12270383825854135,0.12270383825854135,2071
4,3,quadratic_curvature,-0.44761970311714155,0.44761970311714155,2071
4,3,red_green_contrast_650_560,-0.20712082164230908,0.20712082164230908,2071
4,3,blue_red_contrast_450_650,-0.07420824877522016,0.07420824877522016,2071
4,3,log_red_green_ratio_650_560,-0.3994584087342967,0.3994584087342967,2071
4,3,hemoglobin_proxy_540_580_vs_600,0.22040399322279816,0.22040399322279816,2071
4,3,hemoglobin_log_proxy,0.4229872386838658,0.4229872386838658,2071
4,3,visible_span_700_450,0.12505126512702286,0.12505126512702286,2071
4,3,green_band_depth_560_vs_500_650,0.39606184877865885,0.39606184877865885,2071
5,1,broadband_mean_reflectance,0.9983897682200993,0.9983897682200993,479
5,1,linear_slope_per_nm,0.8698872839823403,0.8698872839823403,479
5,1,quadratic_curvature,0.19836985483029082,0.19836985483029082,479
5,1,red_green_contrast_650_560,0.7325721778551227,0.7325721778551227,479
5,1,blue_red_contrast_450_650,-0.8505176747788991,0.8505176747788991,479
5,1,log_red_green_ratio_650_560,-0.24498207952573758,0.24498207952573758,479
5,1,hemoglobin_proxy_540_580_vs_600,-0.7872419727748304,0.7872419727748304,479
5,1,hemoglobin_log_proxy,0.07314143472374995,0.07314143472374995,479
5,1,visible_span_700_450,0.8075299396657596,0.8075299396657596,479
5,1,green_band_depth_560_vs_500_650,-0.6391773603837398,0.6391773603837398,479
5,2,broadband_mean_reflectance,0.055723511936731446,0.055723511936731446,479
5,2,linear_slope_per_nm,-0.46073416747758844,0.46073416747758844,479
5,2,quadratic_curvature,-0.8803542236518771,0.8803542236518771,479
5,2,red_green_contrast_650_560,-0.6597412844796131,0.6597412844796131,479
5,2,blue_red_contrast_450_650,0.5080471428132262,0.5080471428132262,479
5,2,log_red_green_ratio_650_560,-0.8804543506941527,0.8804543506941527,479
5,2,hemoglobin_proxy_540_580_vs_600,0.5384334882839464,0.5384334882839464,479
5,2,hemoglobin_log_proxy,0.8368057887553734,0.8368057887553734,479
5,2,visible_span_700_450,-0.5431467410354469,0.5431467410354469,479
5,2,green_band_depth_560_vs_500_650,0.6736241222904946,0.6736241222904946,479
5,3,broadband_mean_reflectance,-0.010180022284702052,0.010180022284702052,479
5,3,linear_slope_per_nm,0.17547878629185834,0.17547878629185834,479
5,3,quadratic_curvature,-0.3628739494740054,0.3628739494740054,479
5,3,red_green_contrast_650_560,-0.1581401056340434,0.1581401056340434,479
5,3,blue_red_contrast_450_650,-0.12433584804653883,0.12433584804653883,479
5,3,log_red_green_ratio_650_560,-0.28935959238808245,0.28935959238808245,479
5,3,hemoglobin_proxy_540_580_vs_600,0.2192720934647013,0.2192720934647013,479
5,3,hemoglobin_log_proxy,0.3937558932296536,0.3937558932296536,479
5,3,visible_span_700_450,0.15960260448096109,0.15960260448096109,479
5,3,green_band_depth_560_vs_500_650,0.3493083890710574,0.3493083890710574,479
6,1,broadband_mean_reflectance,0.9985717939578947,0.9985717939578947,2090
6,1,linear_slope_per_nm,0.8237577690219816,0.8237577690219816,2090
6,1,quadratic_curvature,-0.028665321070051958,0.028665321070051958,2090
6,1,red_green_contrast_650_560,0.7581389849938215,0.7581389849938215,2090
6,1,blue_red_contrast_450_650,-0.8210278401995698,0.8210278401995698,2090
6,1,log_red_green_ratio_650_560,-0.28879970331804317,0.28879970331804317,2090
6,1,hemoglobin_proxy_540_580_vs_600,-0.8419321651826784,0.8419321651826784,2090
6,1,hemoglobin_log_proxy,-0.12656107643938214,0.12656107643938214,2090
6,1,visible_span_700_450,0.6824591771725828,0.6824591771725828,2090
6,1,green_band_depth_560_vs_500_650,-0.6989203996122664,0.6989203996122664,2090
6,2,broadband_mean_reflectance,-0.05297365813609214,0.05297365813609214,2090
6,2,linear_slope_per_nm,0.5497726751315414,0.5497726751315414,2090
6,2,quadratic_curvature,0.7905363011831149,0.7905363011831149,2090
6,2,red_green_contrast_650_560,0.6031023194410808,0.6031023194410808,2090
6,2,blue_red_contrast_450_650,-0.5619813396419251,0.5619813396419251,2090
6,2,log_red_green_ratio_650_560,0.8310865831514039,0.8310865831514039,2090
6,2,hemoglobin_proxy_540_580_vs_600,-0.40849468270971356,0.40849468270971356,2090
6,2,hemoglobin_log_proxy,-0.8008518265707061,0.8008518265707061,2090
6,2,visible_span_700_450,0.700922387665372,0.700922387665372,2090
6,2,green_band_depth_560_vs_500_650,-0.541227751274959,0.541227751274959,2090
6,3,broadband_mean_reflectance,-0.004610131157625422,0.004610131157625422,2090
6,3,linear_slope_per_nm,0.13741291849404277,0.13741291849404277,2090
6,3,quadratic_curvature,-0.5048446846235147,0.5048446846235147,2090
6,3,red_green_contrast_650_560,-0.24024061686289797,0.24024061686289797,2090
6,3,blue_red_contrast_450_650,-0.08305554107427307,0.08305554107427307,2090
6,3,log_red_green_ratio_650_560,-0.42207847502738843,0.42207847502738843,2090
6,3,hemoglobin_proxy_540_580_vs_600,0.27141979322922655,0.27141979322922655,2090
6,3,hemoglobin_log_proxy,0.4570654848188724,0.4570654848188724,2090
6,3,visible_span_700_450,0.13216246257311443,0.13216246257311443,2090
6,3,green_band_depth_560_vs_500_650,0.44322016445463985,0.44322016445463985,2090
7,1,broadband_mean_reflectance,0.9998500081128556,0.9998500081128556,1690
7,1,linear_slope_per_nm,0.37374149700702874,0.37374149700702874,1690
7,1,quadratic_curvature,-0.6382043742863612,0.6382043742863612,1690
7,1,red_green_contrast_650_560,0.32036984266494284,0.32036984266494284,1690
7,1,blue_red_contrast_450_650,-0.32282821640706216,0.32282821640706216,1690
7,1,log_red_green_ratio_650_560,-0.6497299988215978,0.6497299988215978,1690
7,1,hemoglobin_proxy_540_580_vs_600,-0.5900221230175551,0.5900221230175551,1690
7,1,hemoglobin_log_proxy,0.45714357513964254,0.45714357513964254,1690
7,1,visible_span_700_450,0.03692947553153522,0.03692947553153522,1690
7,1,green_band_depth_560_vs_500_650,-0.4399406579512699,0.4399406579512699,1690
7,2,broadband_mean_reflectance,-0.015684366537023972,0.015684366537023972,1690
7,2,linear_slope_per_nm,0.9212423502669386,0.9212423502669386,1690
7,2,quadratic_curvature,0.48542454272382557,0.48542454272382557,1690
7,2,red_green_contrast_650_560,0.8076331402535064,0.8076331402535064,1690
7,2,blue_red_contrast_450_650,-0.9418289935090224,0.9418289935090224,1690
7,2,log_red_green_ratio_650_560,0.5384964849158276,0.5384964849158276,1690
7,2,hemoglobin_proxy_540_580_vs_600,-0.6010841291331478,0.6010841291331478,1690
7,2,hemoglobin_log_proxy,-0.5970753513073622,0.5970753513073622,1690
7,2,visible_span_700_450,0.9828003735352319,0.9828003735352319,1690
7,2,green_band_depth_560_vs_500_650,-0.4448826460153657,0.4448826460153657,1690
7,3,broadband_mean_reflectance,-0.0010765490348461886,0.0010765490348461886,1690
7,3,linear_slope_per_nm,0.09984746089757471,0.09984746089757471,1690
7,3,quadratic_curvature,-0.49609441906706775,0.49609441906706775,1690
7,3,red_green_contrast_650_560,-0.48246953924419766,0.48246953924419766,1690
7,3,blue_red_contrast_450_650,-0.0438758276909258,0.0438758276909258,1690
7,3,log_red_green_ratio_650_560,-0.498879695508125,0.498879695508125,1690
7,3,hemoglobin_proxy_540_580_vs_600,0.37755625041641494,0.37755625041641494,1690
7,3,hemoglobin_log_proxy,0.531208356656141,0.531208356656141,1690
7,3,visible_span_700_450,0.003616316235424467,0.003616316235424467,1690
7,3,green_band_depth_560_vs_500_650,0.7466165799138603,0.7466165799138603,1690
8,1,broadband_mean_reflectance,0.999290514680318,0.999290514680318,876
8,1,linear_slope_per_nm,0.850379699844521,0.850379699844521,876
8,1,quadratic_curvature,-0.6042572923626861,0.6042572923626861,876
8,1,red_green_contrast_650_560,0.770361215196042,0.770361215196042,876
8,1,blue_red_contrast_450_650,-0.8443404326887968,0.8443404326887968,876
8,1,log_red_green_ratio_650_560,-0.6570025079543181,0.6570025079543181,876
8,1,hemoglobin_proxy_540_580_vs_600,-0.8597182140090819,0.8597182140090819,876
8,1,hemoglobin_log_proxy,0.08743496218772662,0.08743496218772662,876
8,1,visible_span_700_450,0.7046160535007007,0.7046160535007007,876
8,1,green_band_depth_560_vs_500_650,-0.7264267823623378,0.7264267823623378,876
8,2,broadband_mean_reflectance,-0.03736254687405569,0.03736254687405569,876
8,2,linear_slope_per_nm,0.5211306839183002,0.5211306839183002,876
8,2,quadratic_curvature,0.6078291242717789,0.6078291242717789,876
8,2,red_green_contrast_650_560,0.5706108045199706,0.5706108045199706,876
8,2,blue_red_contrast_450_650,-0.5330307812258784,0.5330307812258784,876
8,2,log_red_green_ratio_650_560,0.5516115681642952,0.5516115681642952,876
8,2,hemoglobin_proxy_540_580_vs_600,-0.37421025485787035,0.37421025485787035,876
8,2,hemoglobin_log_proxy,-0.7328916344952477,0.7328916344952477,876
8,2,visible_span_700_450,0.7024258641877481,0.7024258641877481,876
8,2,green_band_depth_560_vs_500_650,-0.4212529735041967,0.4212529735041967,876
8,3,broadband_mean_reflectance,-0.0029918564908317986,0.0029918564908317986,876
8,3,linear_slope_per_nm,0.07130542438103862,0.07130542438103862,876
8,3,quadratic_curvature,-0.4563174150600377,0.4563174150600377,876
8,3,red_green_contrast_650_560,-0.2802643960803422,0.2802643960803422,876
8,3,blue_red_contrast_450_650,-0.03348579957307705,0.03348579957307705,876
8,3,log_red_green_ratio_650_560,-0.4559289402352175,0.4559289402352175,876
8,3,hemoglobin_proxy_540_580_vs_600,0.2947971219235899,0.2947971219235899,876
8,3,hemoglobin_log_proxy,0.5723560676508043,0.5723560676508043,876
8,3,visible_span_700_450,0.059961555758602667,0.059961555758602667,876
8,3,green_band_depth_560_vs_500_650,0.5302685986281918,0.5302685986281918,876
9,1,broadband_mean_reflectance,0.9973575819247648,0.9973575819247648,644
9,1,linear_slope_per_nm,0.7952731566689424,0.7952731566689424,644
9,1,quadratic_curvature,-0.05073673632484095,0.05073673632484095,644
9,1,red_green_contrast_650_560,0.6525053557742947,0.6525053557742947,644
9,1,blue_red_contrast_450_650,-0.7776117632130898,0.7776117632130898,644
9,1,log_red_green_ratio_650_560,-0.2722436533250822,0.2722436533250822,644
9,1,hemoglobin_proxy_540_580_vs_600,-0.6834276906952171,0.6834276906952171,644
9,1,hemoglobin_log_proxy,0.052403744918734806,0.052403744918734806,644
9,1,visible_span_700_450,0.640981922389368,0.640981922389368,644
9,1,green_band_depth_560_vs_500_650,-0.577795224796476,0.577795224796476,644
9,2,broadband_mean_reflectance,-0.07140765641172012,0.07140765641172012,644
9,2,linear_slope_per_nm,0.5734006833045903,0.5734006833045903,644
9,2,quadratic_curvature,0.8893309082981106,0.8893309082981106,644
9,2,red_green_contrast_650_560,0.7265995053190708,0.7265995053190708,644
9,2,blue_red_contrast_450_650,-0.6113236555802757,0.6113236555802757,644
9,2,log_red_green_ratio_650_560,0.8934332499712245,0.8934332499712245,644
9,2,hemoglobin_proxy_540_580_vs_600,-0.5941757518632969,0.5941757518632969,644
9,2,hemoglobin_log_proxy,-0.8406219058156589,0.8406219058156589,644
9,2,visible_span_700_450,0.6996633446923523,0.6996633446923523,644
9,2,green_band_depth_560_vs_500_650,-0.6932719236177605,0.6932719236177605,644
9,3,broadband_mean_reflectance,-0.010640633223194343,0.010640633223194343,644
9,3,linear_slope_per_nm,0.19397255748259057,0.19397255748259057,644
9,3,quadratic_curvature,-0.30090596794482793,0.30090596794482793,644
9,3,red_green_contrast_650_560,-0.2067837172817191,0.2067837172817191,644
9,3,blue_red_contrast_450_650,-0.12458927758586154,0.12458927758586154,644
9,3,log_red_green_ratio_650_560,-0.3138955853417973,0.3138955853417973,644
9,3,hemoglobin_proxy_540_580_vs_600,0.3363816357634953,0.3363816357634953,644
9,3,hemoglobin_log_proxy,0.45598344957700737,0.45598344957700737,644
9,3,visible_span_700_450,0.2622903253722392,0.2622903253722392,644
9,3,green_band_depth_560_vs_500_650,0.39695791007494474,0.39695791007494474,644
